Location Code	Location Name	Country Code	Country Name
819368	Stancija Vodopija	HR	Croatia
819369	Baserinka	HR	Croatia
819370	Cancini	HR	Croatia
819371	Kutjevo	HR	Croatia
819372	Labinci	HR	Croatia
819373	Ladevci	HR	Croatia
819374	Lecevica	HR	Croatia
819375	Leticani	HR	Croatia
819376	Licko Lesce	HR	Croatia
819377	Lisicic	HR	Croatia
819378	Loborika	HR	Croatia
819379	Radeki Polje	HR	Croatia
819380	Loborika City Center	HR	Croatia
819381	Radeki Glavica	HR	Croatia
819382	Lovinac	HR	Croatia
819383	Lovorno	HR	Croatia
819384	Lovrec	HR	Croatia
819385	Lovrecica	HR	Croatia
819386	Lukovdol	HR	Croatia
819387	Lukovo Sugarje	HR	Croatia
819388	Majkusi	HR	Croatia
819389	Mali Turini	HR	Croatia
819390	Mali Vareski	HR	Croatia
819391	Manjadvorci	HR	Croatia
819392	Kujici	HR	Croatia
819393	Bratulici	HR	Croatia
819394	Prodol	HR	Croatia
819395	Marasi	HR	Croatia
819396	Marcana	HR	Croatia
819397	Marcelji	HR	Croatia
819398	Marusevec	HR	Croatia
819399	Maslenica	HR	Croatia
819400	Materada	HR	Croatia
819401	Mihanici	HR	Croatia
819402	Miskovici	HR	Croatia
819403	Mocici	HR	Croatia
819404	Modrusani	HR	Croatia
819405	Momjan	HR	Croatia
819406	Montizana	HR	Croatia
819407	Moscenice	HR	Croatia
819408	Mrcevo	HR	Croatia
819409	Mugeba	HR	Croatia
819410	Muntic	HR	Croatia
819411	Musalez	HR	Croatia
819412	Nadin	HR	Croatia
819413	Novaki Pazinski	HR	Croatia
819414	Novska	HR	Croatia
819415	Orbanici	HR	Croatia
819416	Oslje	HR	Croatia
819417	Otavice	HR	Croatia
819418	Pamici	HR	Croatia
819419	Pecani	HR	Croatia
819420	Peresiji	HR	Croatia
819421	Pajkovici	HR	Croatia
819422	Peruski	HR	Croatia
819423	Segotici	HR	Croatia
819424	Mali Vareski	HR	Croatia
819425	Pavicini	HR	Croatia
819426	Pican	HR	Croatia
819427	Pinezici	HR	Croatia
819428	Plaski	HR	Croatia
819429	Podobuce	HR	Croatia
819430	Pokrovnik	HR	Croatia
819431	Polaca	HR	Croatia
819432	Policnik	HR	Croatia
819433	Popovaca	HR	Croatia
819434	Potirna	HR	Croatia
819435	Prhati	HR	Croatia
819436	Prizna	HR	Croatia
819437	Prvic Sepurine	HR	Croatia
819438	Puljane	HR	Croatia
819439	Puntera	HR	Croatia
819440	Radmani	HR	Croatia
819441	Rajki	HR	Croatia
819442	Rakalj	HR	Croatia
819443	Rakotule	HR	Croatia
819444	Rapavel	HR	Croatia
819445	Raslina	HR	Croatia
819446	Rebici	HR	Croatia
819447	Rezanci	HR	Croatia
819448	Rtina	HR	Croatia
819449	Rudanovac	HR	Croatia
819450	Ruzic	HR	Croatia
819451	Ruzici	HR	Croatia
819452	Sumber	HR	Croatia
819453	Sajini	HR	Croatia
819454	Seoca	HR	Croatia
819455	Sestanovac	HR	Croatia
819456	Sibinj Krmpotski	HR	Croatia
819457	Sikici	HR	Croatia
819458	Siveric	HR	Croatia
819459	Slime	HR	Croatia
819460	Smoljanci	HR	Croatia
819461	Sorici	HR	Croatia
819462	Spanidiga	HR	Croatia
819463	Srednji Radovcici	HR	Croatia
819464	Srijane	HR	Croatia
819465	Srinjine	HR	Croatia
819466	Donje Sitno	HR	Croatia
819467	Stanisovi	HR	Croatia
819468	Stara Susica	HR	Croatia
819469	Stifanici	HR	Croatia
819470	Stikovica	HR	Croatia
819471	Stokovci	HR	Croatia
819472	Strmac	HR	Croatia
819473	Sutomiscica	HR	Croatia
819474	Sveti Anton	HR	Croatia
819475	Svib	HR	Croatia
819476	Svinisce	HR	Croatia
819477	Trbounje	HR	Croatia
819478	Trget	HR	Croatia
819479	Trnbusi	HR	Croatia
819480	Trsce	HR	Croatia
819481	Trstenik	HR	Croatia
819482	Valtura	HR	Croatia
819483	Veleniki	HR	Croatia
819484	Velika Cista	HR	Croatia
819485	Veliki Vareski	HR	Croatia
819486	Viskovici	HR	Croatia
819487	Vizinada	HR	Croatia
819488	Vlasici	HR	Croatia
819489	Smokvica	HR	Croatia
819490	Vojnic Sinjski	HR	Croatia
819491	Vosteni	HR	Croatia
819492	Vranici	HR	Croatia
819493	Vranje Selo	HR	Croatia
819494	Vrata	HR	Croatia
819495	Vrbanj	HR	Croatia
819496	Vrsi City Center	HR	Croatia
819497	Zukve	HR	Croatia
819498	Vrulje	HR	Croatia
819499	Vrvari	HR	Croatia
819500	Zadvarje	HR	Croatia
819501	Zagvozd	HR	Croatia
819502	Zarace	HR	Croatia
819503	Zbandaj	HR	Croatia
819504	Micetici	HR	Croatia
819505	Ruzici	HR	Croatia
819506	Zbicina	HR	Croatia
819507	Zeliski	HR	Croatia
819508	Zlobin	HR	Croatia
819509	Zman	HR	Croatia
819510	Zmijavci	HR	Croatia
819511	Zrnovnica	HR	Croatia
819512	Zuzici	HR	Croatia
819513	Zverinac	HR	Croatia
819514	Zvoneca	HR	Croatia
821002	Jesenovec	HR	Croatia
821105	Ostrvica	HR	Croatia
821148	Rukavac	HR	Croatia
821202	Veli Jezenj	HR	Croatia
821229	Zuljana	HR	Croatia
821269	Celopeci	HR	Croatia
821359	Punta Kriza	HR	Croatia
821388	Silba	HR	Croatia
821394	Tribanj-Kruscica	HR	Croatia
821395	Trosmarija	HR	Croatia
821584	Zizanj Island	HR	Croatia
821607	Maranovici	HR	Croatia
821608	Brajkovici	HR	Croatia
821643	Pridvorje	HR	Croatia
821644	Kirmenjak	HR	Croatia
821697	Pridraga	HR	Croatia
821698	Mutvoran	HR	Croatia
821699	Korelici	HR	Croatia
821700	Grandici	HR	Croatia
821775	Stolac	HR	Croatia
821776	Risika	HR	Croatia
821777	Kringa	HR	Croatia
821778	Gedici	HR	Croatia
821779	Garica	HR	Croatia
821780	Draguc	HR	Croatia
821884	Bisko	HR	Croatia
821888	Blato Na Cetini	HR	Croatia
821912	Cabar	HR	Croatia
822004	Doli	HR	Croatia
822079	Gologorica	HR	Croatia
822085	Gornji Prolozac	HR	Croatia
822086	Gornji Seget	HR	Croatia
822092	Grubine	HR	Croatia
822117	Hreljin	HR	Croatia
822152	Katun Lindarski	HR	Croatia
822194	Kuciste	HR	Croatia
822319	Mrgani	HR	Croatia
822320	Mrljane	HR	Croatia
822336	Neoric	HR	Croatia
822373	Veli Drvenik Island	HR	Croatia
822390	Petehi	HR	Croatia
822400	Podbablje	HR	Croatia
822405	Poljana	HR	Croatia
822443	Radovani	HR	Croatia
822528	Savar	HR	Croatia
822555	Smolonje	HR	Croatia
822556	Smrika	HR	Croatia
822587	Susnjevica	HR	Croatia
822623	Trgetari	HR	Croatia
822624	Tugare	HR	Croatia
822670	Vilanija	HR	Croatia
822718	Zavojane	HR	Croatia
823612	Brstanovo	HR	Croatia
823613	Buzdohanj	HR	Croatia
823614	Doljani Zumberacki	HR	Croatia
823615	Donji Dolac	HR	Croatia
823616	Donji Prolozac	HR	Croatia
823617	Dragove	HR	Croatia
823618	Gornje Danilo	HR	Croatia
823619	Poljica	HR	Croatia
823620	Porozina	HR	Croatia
823621	Smilcic	HR	Croatia
823622	Srebreno	HR	Croatia
823623	Sreser	HR	Croatia
823624	Stirovaca	HR	Croatia
823625	Strpacici	HR	Croatia
823626	Topolo	HR	Croatia
823627	Udbina	HR	Croatia
823628	Vidovac	HR	Croatia
823629	Zezevica	HR	Croatia
823869	Barci	HR	Croatia
823874	Brinje	HR	Croatia
823890	Drazice	HR	Croatia
823895	Flengi	HR	Croatia
823897	Galovac	HR	Croatia
823899	Gornji Vaganac	HR	Croatia
823901	Gracac	HR	Croatia
823909	Jusici	HR	Croatia
823911	Korenici	HR	Croatia
823919	Markovac	HR	Croatia
823930	Radetici	HR	Croatia
823933	Ripenda Kras	HR	Croatia
823952	Vidovic	HR	Croatia
824003	Barat	HR	Croatia
824073	Gomirje	HR	Croatia
824162	Podgrade	HR	Croatia
824171	Praputnjak	HR	Croatia
824187	Sarici	HR	Croatia
824202	Sovinjak	HR	Croatia
824224	Trnovac	HR	Croatia
824233	Veli Rat	HR	Croatia
824479	Tounj	HR	Croatia
824481	Bukov Vrh	HR	Croatia
825544	Kopacevo	HR	Croatia
825572	Ljubotic	HR	Croatia
825591	Martina	HR	Croatia
825592	Golovik	HR	Croatia
825600	Mirlovic Polje	HR	Croatia
825663	Repas	HR	Croatia
825708	Slivnica	HR	Croatia
826326	Pakostane	HR	Croatia
826327	Preko	HR	Croatia
826328	Krupa	HR	Croatia
826329	Gospic	HR	Croatia
826330	Smoljanac	HR	Croatia
826331	Bezjaki	HR	Croatia
826332	Pakrac	HR	Croatia
826333	Brod na Kupi	HR	Croatia
826334	Grabovnica	HR	Croatia
826456	Gerovo	HR	Croatia
826544	Zlarin	HR	Croatia
826545	Vrlika	HR	Croatia
826548	Mrkopalj	HR	Croatia
826549	Kozino	HR	Croatia
826551	Gracisce	HR	Croatia
826552	Donji Koncovcak	HR	Croatia
826574	Drvenik	HR	Croatia
826938	Gornja Gracenica	HR	Croatia
830187	Solta	HR	Croatia
830188	Maslinica	HR	Croatia
830189	Donje Selo	HR	Croatia
830190	Grohote	HR	Croatia
830191	Srednje Selo	HR	Croatia
830192	Necujam	HR	Croatia
830193	Rogac	HR	Croatia
830194	Gornje Selo	HR	Croatia
830195	Stomorska	HR	Croatia
830492	Mastrinka	HR	Croatia
830493	Zedno	HR	Croatia
831158	Beram	HR	Croatia
831159	Ist	HR	Croatia
832580	Rogovići	HR	Croatia
832581	Mali Iž	HR	Croatia
832582	Lipovača	HR	Croatia
832583	Potomje	HR	Croatia
832584	Unešić	HR	Croatia
832585	Sveta Jelena	HR	Croatia
832586	Zaton	HR	Croatia
833072	Poljanak	HR	Croatia
833427	Marusici	HR	Croatia
833557	Slani Dol	HR	Croatia
833910	Marušići	HR	Croatia
834036	Jehnići	HR	Croatia
737666	Curacao	CW	Curacao
741034	Willemstad City Center	CW	Curacao
741035	Otrobanda	CW	Curacao
741036	Wishi	CW	Curacao
741037	Brievengat	CW	Curacao
741038	Sint Michiel	CW	Curacao
741039	Marie Pampoen	CW	Curacao
741040	Salina	CW	Curacao
741041	Pietermaai	CW	Curacao
770068	Nieuwpoort	CW	Curacao
770069	Santa Barbara Plantation	CW	Curacao
770071	Westpunt	CW	Curacao
813435	Banda Abou	CW	Curacao
813436	Willibrordus	CW	Curacao
816770	Jan Thiel	CW	Curacao
816771	Lagun	CW	Curacao
816772	Santa Catharina	CW	Curacao
820747	Fontein	CW	Curacao
821754	Barber	CW	Curacao
833089	Daniel	CW	Curacao
833090	Soto	CW	Curacao
700921	Paphos City Center	CY	Cyprus
700922	Other	CY	Cyprus
700923	Coral Bay	CY	Cyprus
700924	Peyia	CY	Cyprus
700925	Kissonerga	CY	Cyprus
700926	Chloraka	CY	Cyprus
700927	Lempa	CY	Cyprus
700928	Pachyammos	CY	Cyprus
700929	Kato Paphos	CY	Cyprus
700930	Yeroskipou	CY	Cyprus
700931	Emba	CY	Cyprus
700932	Tala	CY	Cyprus
700933	Tremithousa	CY	Cyprus
700934	Mesogi	CY	Cyprus
700935	Mesa Chorio	CY	Cyprus
700936	Marathounta	CY	Cyprus
700937	Tsada	CY	Cyprus
700938	Mandria	CY	Cyprus
700969	City Center	CY	Cyprus
700970	Walled Old City	CY	Cyprus
700971	Ayios Andreas	CY	Cyprus
700972	Lykabittos	CY	Cyprus
700973	Palouriotissa	CY	Cyprus
700974	Nicosia	CY	Cyprus
700975	Agios Dometios	CY	Cyprus
700976	Yenişehir	CY	Cyprus
705364	Larnaca	CY	Cyprus
705365	Other	CY	Cyprus
705366	Oroklini	CY	Cyprus
705367	Livadia	CY	Cyprus
705368	Pyla	CY	Cyprus
705369	Meneou	CY	Cyprus
712632	Ayia Napa City Center	CY	Cyprus
712633	Other	CY	Cyprus
712634	Landa Beachfront	CY	Cyprus
712635	Makronissos	CY	Cyprus
712636	Nissi Beachfront	CY	Cyprus
712637	Sotira	CY	Cyprus
712638	Ayia Napa	CY	Cyprus
725848	Limassol Suburbs	CY	Cyprus
725849	Waterfront/beach	CY	Cyprus
725850	Other	CY	Cyprus
725851	Governors Beach	CY	Cyprus
725852	Agia Fyla	CY	Cyprus
725853	Ekali	CY	Cyprus
725854	Zakaki	CY	Cyprus
740048	Central	CY	Cyprus
740049	Kyrenia Countryside	CY	Cyprus
740050	North Cyprus	CY	Cyprus
740051	Girne	CY	Cyprus
740052	Kyrenia	CY	Cyprus
740053	Kyrenia / Girne	CY	Cyprus
740101	Protaras Beach	CY	Cyprus
740102	Other	CY	Cyprus
740103	Protaras City Center	CY	Cyprus
740104	Fig Tree Bay	CY	Cyprus
740105	Pernera	CY	Cyprus
742124	Famagusta	CY	Cyprus
746062	Kalavasos	CY	Cyprus
746063	Kouklia City Center	CY	Cyprus
746064	Aphrodite Hills	CY	Cyprus
746065	Pissouri	CY	Cyprus
746066	Voroklini	CY	Cyprus
760852	Polis	CY	Cyprus
760853	Prodromi	CY	Cyprus
760854	Latsi	CY	Cyprus
760855	Polis Town Center	CY	Cyprus
760856	Limni	CY	Cyprus
760857	Neo Chorio	CY	Cyprus
760858	Chrysochou	CY	Cyprus
760859	Argaka	CY	Cyprus
762483	Pano Lefkara	CY	Cyprus
762484	Perivolia	CY	Cyprus
762485	Peyia	CY	Cyprus
762486	Agios Georgios Pegeias	CY	Cyprus
762487	Coral Bay	CY	Cyprus
762488	Sea Caves	CY	Cyprus
762489	Tochni	CY	Cyprus
768968	Platres	CY	Cyprus
771988	Alaminos	CY	Cyprus
771989	Lachi	CY	Cyprus
772571	Paralimni	CY	Cyprus
772572	Kaparis	CY	Cyprus
772573	Paralimni City Center	CY	Cyprus
774211	Egkomi	CY	Cyprus
774212	Parissinos	CY	Cyprus
774213	Ayios Theodhoros	CY	Cyprus
774214	Akrounda	CY	Cyprus
774215	Ayios Athanasios	CY	Cyprus
774216	Episkopi	CY	Cyprus
774217	Eylenja	CY	Cyprus
774218	Strovolos	CY	Cyprus
774220	Yeri	CY	Cyprus
804797	Girne	CY	Cyprus
808845	Agios Theodoros	CY	Cyprus
808846	Agros	CY	Cyprus
808847	Anoyira	CY	Cyprus
808848	Apsiou	CY	Cyprus
808849	Arodes	CY	Cyprus
808850	Arsos	CY	Cyprus
808851	Choirokoitia	CY	Cyprus
808852	Choulou Village	CY	Cyprus
808853	Erimi	CY	Cyprus
808854	Goudi	CY	Cyprus
808855	Gourri	CY	Cyprus
808856	Governors Beach	CY	Cyprus
808857	Kakopetria	CY	Cyprus
808858	Kallepeia	CY	Cyprus
808859	Kalopanayiotis	CY	Cyprus
808860	Kathikas Pafos	CY	Cyprus
808861	Kato Akourdalia	CY	Cyprus
808862	Kato Drys	CY	Cyprus
808863	Lemithou	CY	Cyprus
808864	Lythrodontas	CY	Cyprus
808865	Mandria	CY	Cyprus
808866	Maroni	CY	Cyprus
808867	Mazotos	CY	Cyprus
808868	Neokhorio	CY	Cyprus
808869	Omodos	CY	Cyprus
808870	Pedoulas	CY	Cyprus
808871	Peristerona	CY	Cyprus
808872	Pomos	CY	Cyprus
808873	Psematismenos	CY	Cyprus
808874	Spilia	CY	Cyprus
808875	Tersefanou	CY	Cyprus
808876	Troodos	CY	Cyprus
808877	Troulloi	CY	Cyprus
808878	Vasa	CY	Cyprus
808879	Va?a	CY	Cyprus
808880	Vavla	CY	Cyprus
808881	Vouni	CY	Cyprus
814495	Argaka	CY	Cyprus
814496	Armou	CY	Cyprus
814497	Inia	CY	Cyprus
814498	Kato Pyrgos	CY	Cyprus
814499	Pakhna	CY	Cyprus
814500	Polemi	CY	Cyprus
814501	Trimiklini	CY	Cyprus
816989	Anaphotia	CY	Cyprus
816990	Athienou	CY	Cyprus
816991	Ayios Photios	CY	Cyprus
816992	Dherinia	CY	Cyprus
816993	Nea Dhimmata	CY	Cyprus
816994	Palekhori	CY	Cyprus
816995	Pendakomo	CY	Cyprus
816996	Timi	CY	Cyprus
821993	Dhoros	CY	Cyprus
822057	Fyti	CY	Cyprus
822148	Kannavia	CY	Cyprus
822171	Kiti	CY	Cyprus
822174	Klirou	CY	Cyprus
822201	Kyperounda	CY	Cyprus
822243	Limnitis	CY	Cyprus
822311	Moniatis	CY	Cyprus
822361	Odhou	CY	Cyprus
822491	Salamiou	CY	Cyprus
822544	Simou	CY	Cyprus
822564	Sotira	CY	Cyprus
822702	Xylophaghou	CY	Cyprus
822725	Zygi	CY	Cyprus
822770	Kelokedhara	CY	Cyprus
822771	Mesana	CY	Cyprus
823913	Kritou Terra	CY	Cyprus
824154	Perapedhi	CY	Cyprus
824633	Liopetri	CY	Cyprus
824685	Potamiou	CY	Cyprus
825678	Saittas	CY	Cyprus
826264	Coral Bay	CY	Cyprus
826772	Galata	CY	Cyprus
831494	Pano Akourdaleia	CY	Cyprus
831950	Skarinou	CY	Cyprus
832129	Trikomo	CY	Cyprus
832418	Deryneia	CY	Cyprus
832419	Drouseia	CY	Cyprus
832420	Kynousa	CY	Cyprus
832421	Pyrgos	CY	Cyprus
832422	Latsia	CY	Cyprus
832423	Vokolida	CY	Cyprus
832424	Lapta	CY	Cyprus
832425	Karaoğlanoğlu	CY	Cyprus
832426	Karavas	CY	Cyprus
832427	Ozankoy	CY	Cyprus
832888	Lofou	CY	Cyprus
832889	Laneia	CY	Cyprus
832890	Potamitissa	CY	Cyprus
832891	Pano Panagia	CY	Cyprus
832892	Lasa	CY	Cyprus
833303	Esentepe	CY	Cyprus
833304	Episkopi	CY	Cyprus
833305	Miliou	CY	Cyprus
833942	Agia Anna	CY	Cyprus
833943	Agia Marina Chrysochous	CY	Cyprus
833944	Agios Tychon	CY	Cyprus
833949	Fasoula	CY	Cyprus
833951	Germasogeia	CY	Cyprus
833954	Kato Polemidia	CY	Cyprus
833955	Kolossi	CY	Cyprus
833956	Konia	CY	Cyprus
833958	Lysos	CY	Cyprus
833960	Milia	CY	Cyprus
833961	Pyla	CY	Cyprus
833968	Skoulli	CY	Cyprus
700784	Jindrichuv Hradec	CZ	Czech Republic
700785	Jindrichuv Hradec Town Center	CZ	Czech Republic
700786	Debolin	CZ	Czech Republic
700787	Buk	CZ	Czech Republic
700788	Radounka	CZ	Czech Republic
700789	Rodvinov	CZ	Czech Republic
700790	Otin	CZ	Czech Republic
700791	Dolni Pena	CZ	Czech Republic
702454	Olomouc City Center	CZ	Czech Republic
702455	Lazce	CZ	Czech Republic
702456	Repcin	CZ	Czech Republic
702457	Neredin	CZ	Czech Republic
702458	Nova Ulice	CZ	Czech Republic
702459	Povel	CZ	Czech Republic
702460	Slavonin	CZ	Czech Republic
702461	Nove Sady	CZ	Czech Republic
702462	Hodolany	CZ	Czech Republic
702463	Cernovir	CZ	Czech Republic
702464	Pavlovicky	CZ	Czech Republic
702465	Bystrovany	CZ	Czech Republic
702466	Novy Svet	CZ	Czech Republic
702467	Holice	CZ	Czech Republic
702468	Krelov-Bruchotin	CZ	Czech Republic
702469	Hnevotin	CZ	Czech Republic
702470	Hejcin	CZ	Czech Republic
702490	Plzen	CZ	Czech Republic
702491	Plzen 1	CZ	Czech Republic
702492	Plzen 2	CZ	Czech Republic
702493	Plzen 3	CZ	Czech Republic
702494	Plzen 4	CZ	Czech Republic
702495	Plzen 5	CZ	Czech Republic
702496	Plzen 6 Litice	CZ	Czech Republic
702497	Plzen 7	CZ	Czech Republic
702498	Plzen 8	CZ	Czech Republic
702499	Letkov	CZ	Czech Republic
702514	Svitavy	CZ	Czech Republic
710630	Kasperske Hory	CZ	Czech Republic
712764	Trebon City Center	CZ	Czech Republic
712765	Branna	CZ	Czech Republic
713812	Ceske Budejovice City Center	CZ	Czech Republic
713813	Ceske Budejovice 1	CZ	Czech Republic
713814	Other	CZ	Czech Republic
713815	Ceske Budejovice 2	CZ	Czech Republic
713816	Ceske Budejovice 3	CZ	Czech Republic
713817	Ceske Budejovice 4	CZ	Czech Republic
713818	Ceske Budejovice 5	CZ	Czech Republic
713819	Ceske Budejovice 6	CZ	Czech Republic
713820	Ceske Budejovice 7	CZ	Czech Republic
713821	Roudne	CZ	Czech Republic
713822	Litvinovice	CZ	Czech Republic
713823	Planá	CZ	Czech Republic
714423	Ostrava City Center	CZ	Czech Republic
714424	Other	CZ	Czech Republic
714425	Svinov	CZ	Czech Republic
714426	Poruba	CZ	Czech Republic
714427	Vresina	CZ	Czech Republic
714428	Krasne Pole	CZ	Czech Republic
714429	Petrkovice	CZ	Czech Republic
714430	Slezska Ostrava	CZ	Czech Republic
714431	Marianske	CZ	Czech Republic
714432	Jih	CZ	Czech Republic
714433	Nova Ves	CZ	Czech Republic
714434	Vitkovice	CZ	Czech Republic
714435	Vratimov	CZ	Czech Republic
714436	Hrabova	CZ	Czech Republic
714437	Senov	CZ	Czech Republic
714438	Silherovice	CZ	Czech Republic
714439	Moravska	CZ	Czech Republic
714440	Radvanice a Bartovice	CZ	Czech Republic
714441	Trebovice	CZ	Czech Republic
714442	Lhotka	CZ	Czech Republic
714443	Martinov	CZ	Czech Republic
714444	Polanka nad Odrou	CZ	Czech Republic
714445	Stará Bělá	CZ	Czech Republic
714446	Ostrava	CZ	Czech Republic
715058	Jihlava	CZ	Czech Republic
715197	Brno City Center	CZ	Czech Republic
715198	Brno Suburbs	CZ	Czech Republic
715199	Other	CZ	Czech Republic
715200	Ponava	CZ	Czech Republic
715201	Pisarky	CZ	Czech Republic
715202	Kralovo Pole	CZ	Czech Republic
715203	Slatina	CZ	Czech Republic
715204	Zidenice	CZ	Czech Republic
715205	Rozdrojovice	CZ	Czech Republic
715206	Medianky	CZ	Czech Republic
715207	Bohunice	CZ	Czech Republic
715208	Jih	CZ	Czech Republic
715209	Cernovice	CZ	Czech Republic
715210	Bosonohy	CZ	Czech Republic
715211	Novy Liskovec	CZ	Czech Republic
715212	Jundrov	CZ	Czech Republic
715213	Kohoutovice	CZ	Czech Republic
715214	Zabovresky	CZ	Czech Republic
715215	Bystrc	CZ	Czech Republic
715216	Sever	CZ	Czech Republic
715217	Vinohrady	CZ	Czech Republic
715218	Lisen	CZ	Czech Republic
715219	Modrice	CZ	Czech Republic
715220	Chrlice	CZ	Czech Republic
715221	Žebětín	CZ	Czech Republic
715222	Kníničky	CZ	Czech Republic
715223	Řečkovice a Mokrá Hora	CZ	Czech Republic
715224	Ivanovice	CZ	Czech Republic
715225	Tuřany	CZ	Czech Republic
715680	Marianske Lazne City Center	CZ	Czech Republic
715681	Hamrniky	CZ	Czech Republic
716461	Cesky Krumlov City Center	CZ	Czech Republic
716462	Other	CZ	Czech Republic
716463	Latrán	CZ	Czech Republic
716464	Horní Brána	CZ	Czech Republic
716465	Plešivec	CZ	Czech Republic
716466	Cesky Krumlov	CZ	Czech Republic
718373	Kralupy Nad Vltavou	CZ	Czech Republic
719983	Hluboka Nad Vltavou City Center	CZ	Czech Republic
719984	Other	CZ	Czech Republic
719985	Dvur Vondrov	CZ	Czech Republic
719986	Hluboka nad Vltavou Town Center	CZ	Czech Republic
719987	Dobrejovice	CZ	Czech Republic
719988	Bavorovice	CZ	Czech Republic
723660	Karlovy Vary City Center	CZ	Czech Republic
723661	Karlovy Vary Suburbs	CZ	Czech Republic
723662	Other	CZ	Czech Republic
723663	Airport Area	CZ	Czech Republic
723664	Near Center	CZ	Czech Republic
723665	Waterfront/Beach	CZ	Czech Republic
723666	Gydisdorf Area	CZ	Czech Republic
723667	Otovice	CZ	Czech Republic
723668	Dalovice	CZ	Czech Republic
723669	Hory	CZ	Czech Republic
723670	Karlovy Vary	CZ	Czech Republic
726735	Harrachov	CZ	Czech Republic
726736	Ryzoviste	CZ	Czech Republic
726737	Novy Svet	CZ	Czech Republic
728670	Other	CZ	Czech Republic
728671	Pruhonice	CZ	Czech Republic
728672	Tuchlovice	CZ	Czech Republic
728673	Prague 01	CZ	Czech Republic
728674	Prague 02	CZ	Czech Republic
728675	Prague 03	CZ	Czech Republic
728676	Prague 04	CZ	Czech Republic
728677	Prague 05	CZ	Czech Republic
728678	Prague 06	CZ	Czech Republic
728679	Prague 07	CZ	Czech Republic
728680	Prague 08	CZ	Czech Republic
728681	Prague 09 Tem	CZ	Czech Republic
728682	Prague 10	CZ	Czech Republic
728683	Prague 12	CZ	Czech Republic
728684	Prague 11	CZ	Czech Republic
728685	Prague 15	CZ	Czech Republic
728686	Prague 14	CZ	Czech Republic
728687	Prague 09	CZ	Czech Republic
728688	Prague 17	CZ	Czech Republic
728689	Praha-Suchdol	CZ	Czech Republic
728690	Praha-Troja	CZ	Czech Republic
728691	Dolní Chabry	CZ	Czech Republic
728692	Nebušice	CZ	Czech Republic
728693	Prague 13	CZ	Czech Republic
728694	Zličín	CZ	Czech Republic
728695	Prague 16	CZ	Czech Republic
728696	Zbraslav	CZ	Czech Republic
728697	Praha-Lipence	CZ	Czech Republic
728698	Praha-Šeberov	CZ	Czech Republic
728699	Prague 22	CZ	Czech Republic
728700	Prague 21	CZ	Czech Republic
728701	Prague 20	CZ	Czech Republic
728702	Praha-Kolovraty	CZ	Czech Republic
731236	Kladno	CZ	Czech Republic
731237	Rozdělov	CZ	Czech Republic
731238	Kročehlavy	CZ	Czech Republic
738139	Pisek	CZ	Czech Republic
741799	Tabor	CZ	Czech Republic
741800	Horky	CZ	Czech Republic
741801	Celkovice	CZ	Czech Republic
741802	Klokoty	CZ	Czech Republic
741803	Tabor City Center	CZ	Czech Republic
741804	Mesice	CZ	Czech Republic
741805	Varsavska	CZ	Czech Republic
741806	Zelezna Ruda	CZ	Czech Republic
741807	Alzbetin	CZ	Czech Republic
741808	Debrnik	CZ	Czech Republic
741809	Zelezna Ruda Town Center	CZ	Czech Republic
741810	Spicak	CZ	Czech Republic
741811	Hojsova Stráž	CZ	Czech Republic
742745	Hradec Kralove	CZ	Czech Republic
742746	Chaloupky	CZ	Czech Republic
742747	Vekose	CZ	Czech Republic
742748	Slezske Predmestí	CZ	Czech Republic
742749	Malsova Lhota	CZ	Czech Republic
742750	Hradec Kralove City Center	CZ	Czech Republic
742751	Prazske Predmesti	CZ	Czech Republic
742752	Brezhrad	CZ	Czech Republic
742753	Roudnicka	CZ	Czech Republic
742754	Trebes	CZ	Czech Republic
742755	Novy Hradec Kralove	CZ	Czech Republic
742994	Beroun	CZ	Czech Republic
743403	Frantiskovy Lazne City Center	CZ	Czech Republic
743404	Slatina	CZ	Czech Republic
743405	Horni Lomany	CZ	Czech Republic
743406	Jezerni	CZ	Czech Republic
745919	Bechyne	CZ	Czech Republic
745920	Bechyne City Center	CZ	Czech Republic
745921	Hvozdany	CZ	Czech Republic
745922	Nuzice	CZ	Czech Republic
745923	Becov nad Teplou	CZ	Czech Republic
745924	Benesov	CZ	Czech Republic
745925	Bila Tremesna	CZ	Czech Republic
745926	Bozi Dar	CZ	Czech Republic
745927	Cestlice	CZ	Czech Republic
745928	Cheb	CZ	Czech Republic
745929	Haje	CZ	Czech Republic
745930	Skalka	CZ	Czech Republic
745931	Komorni Hurka	CZ	Czech Republic
745932	Trsnice	CZ	Czech Republic
745933	Cheb City Center	CZ	Czech Republic
745934	Dacice	CZ	Czech Republic
745935	Dolni Dvoriste	CZ	Czech Republic
745936	Domazlice	CZ	Czech Republic
745937	Doudleby	CZ	Czech Republic
745938	Duchcov	CZ	Czech Republic
745939	Frydek-Mistek	CZ	Czech Republic
745940	Frydek City Center	CZ	Czech Republic
745941	Sviadnov	CZ	Czech Republic
745942	Frymburk	CZ	Czech Republic
745943	Frymburk City Center	CZ	Czech Republic
745944	Milna	CZ	Czech Republic
745945	Kovarov	CZ	Czech Republic
745946	Lojzova Paseka	CZ	Czech Republic
745947	Horice na sumave	CZ	Czech Republic
745948	Horni Blatna	CZ	Czech Republic
